Horizontal_vibration_signals,Vertical_vibration_signals
-1.1766911298036575,0.8191227912902832
-0.06939169950783253,-0.2068519964814186
-0.19372699782252312,0.05005599930882454
0.346529483795166,0.19173620268702507
0.27388330549001694,-1.002812385559082
1.2177228927612305,-0.36139488220214844
0.2517222985625267,-0.4328608885407448
-0.023949099704623222,-0.3129721060395241
-0.9811758995056152,-0.34346580505371094
-0.2392411045730114,-0.1980900950729847
0.7817506790161133,-1.3921141624450684
-0.09696479886770248,-0.44771429151296616
-0.012314299819990993,-0.07387400139123201
-0.9256839752197266,-0.7531403750181198
0.38001541048288345,-0.6167412176728249
0.04191400017589331,-1.2596607208251953
0.22264720872044563,0.1269460003823042
-0.29399389401078224,-0.09685750119388103
-0.050067901611328125,-0.3602027893066406
0.986933708190918,0.1457334030419588
-0.427091084420681,-0.24266239255666733
0.691688135266304,-0.44044259935617447
-0.608515702188015,0.15031100250780582
0.20170209929347038,0.04838710185140371
-0.07035729940980673,0.6386995315551758
0.2678989991545677,0.7305861264467239
-0.07004740182310343,0.6721735000610352
0.2039312943816185,0.7184982299804688
0.6449341773986816,0.2946138009428978
-0.4650473967194557,1.0695934295654297
0.6248116120696068,0.5489588156342506
-0.4389166831970215,0.6925343722105026
0.04370210226625204,0.7921814918518066
-0.31527280807495117,1.020514965057373
0.1774311065673828,0.04798170179128647
-0.6858468055725098,0.600886307656765
0.38126710802316666,-0.12527699582278728
0.5848884955048561,-0.2465962991118431
0.33214088529348373,-0.36466121673583984
0.18135309219360352,-0.28449300676584244
-0.5440711975097656,0.06473060231655836
0.34520629793405533,-0.037729700561612844
-0.015926399501040578,-0.06399150006473064
-0.2889275923371315,0.6566047668457031
0.19464489072561264,0.03781320061534643
1.0541200637817383,-0.1443385984748602
0.3343344107270241,0.16553400084376335
0.2647042088210583,-0.09050370194017887
-0.1491784956306219,-0.033760101068764925
0.9639502316713333,-0.4109383001923561
0.5316973105072975,-0.18481019884347916
-0.4096030816435814,0.04731419961899519
0.592041015625,0.3135799989104271
0.38884878158569336,-0.7781506329774857
0.6075381860136986,0.06120199803262949
