Horizontal_vibration_signals,Vertical_vibration_signals
1.340329647064209,-0.2810239978134632
1.0249733924865723,-0.49946311861276627
0.6498813629150391,-0.20487310364842415
1.122891902923584,-0.8111835271120071
0.46607259660959244,0.2469778060913086
0.07052420172840357,-0.17178060486912727
0.2837181091308594,-0.5313872918486595
-0.6368756294250488,0.12269020080566406
-0.22341009229421616,-0.2889990992844105
-0.4272938147187233,0.14777179807424545
-1.1783360689878464,-0.5776286125183105
-0.5427002906799316,0.1816749945282936
-0.7639884948730469,0.20358560606837273
-1.021874025464058,-0.6456375122070312
-0.37387609481811523,0.6001114845275879
-0.5380630120635033,-0.21070240065455437
-0.5552173033356667,0.36715269088745117
-0.8540987968444824,-0.013673299690708518
-0.7214546203613281,0.4839301109313965
-0.2999305911362171,0.2280116081237793
-0.7124900817871094,-0.14687780290842056
0.023853799793869257,0.4137874022126198
-0.19485950469970703,-0.32207969576120377
-0.8257746696472168,-0.5445123091340065
-0.5842208862304688,-0.7087826728820801
-0.9065865725278854,-1.0808228701353073
-1.0547876358032227,-0.3737806901335716
-0.16475919634103775,-0.8919835090637207
0.12779239565134048,-0.4528046026825905
0.5479693040251732,-0.6583095341920853
0.5725741013884544,-0.11603830382227898
0.11636019684374332,0.14632940292358398
1.017594262957573,-0.21737810224294662
0.6042838096618652,0.27446750551462173
0.4986286163330078,-0.0784039031714201
1.3841629028320312,0.4435538873076439
1.1928796768188477,0.07398129906505346
-0.33496618270874023,0.7753729820251465
-0.6609916687011719,0.616908110678196
-0.18172260373830795,0.3919839859008789
-0.5733966827392578,0.3515005111694336
-0.08881090208888054,-0.12774470262229443
1.5272855758666992,0.4901885986328125
0.7284998893737793,0.4549980163574219
-0.0007272000220837072,-0.25588270276784897
0.20437240600585938,0.2205491065979004
-0.39800409227609634,-0.19314289093017578
-1.0785698890686035,-0.17663240432739258
-0.3971577063202858,-0.7093071937561035
1.2797832489013672,-1.0963798314332962
-0.5907415971159935,-0.8772969245910645
-0.43932199478149414,-0.6463050842285156
0.11786219663918018,0.39114948362112045
-0.6380081176757812,-0.6098746880888939
-1.0100722312927246,0.8142828941345215
0.48961639404296875,0.9162425994873047
0.8747696876525879,0.5956768989562988
0.04746910184621811,0.5962133035063744
0.6065487861633301,0.21604299545288086
0.6700634956359863,1.5268325805664062
-0.5592941865324974,-0.09963509626686573
-0.3413200005888939,0.8331537246704102
-0.18694400787353516,0.6653665751218796
-0.482332706451416,1.2526631355285645
-0.29321910813450813,0.6439567357301712
-0.06282330024987459,0.4273056983947754
0.5944728851318359,0.7711411267518997
0.1967192068696022,1.0427117347717285
-0.4049063101410866,0.8124948292970657
0.725710391998291,0.9756804257631302
0.5092620849609375,0.5976676940917969
-0.34797191619873047,0.8313894271850586
0.28543470427393913,-0.10467769578099251
0.6850600242614746,-0.12507439590990543
-0.5296825990080833,-0.49973729997873306
0.15975240617990494,-0.748741626739502
0.06555320229381323,-0.6832242012023926
-0.19739869982004166,-1.318800449371338
0.3993391990661621,-0.8680105209350586
0.8723496645689011,-1.4851093292236328
0.03570320084691048,-0.9874104708433151
-0.039982800371944904,-1.0724545270204544
0.2732514962553978,-0.597083605825901
-0.23337600752711296,-0.9395003318786621
-0.4046916961669922,-0.5835771933197975
-0.4437685012817383,-0.2821921929717064
0.48333410173654556,-0.37828680127859116
-0.39992328733205795,-0.6244897842407227
-1.1069416999816895,-0.4984140023589134
-0.480651892721653,-0.011110299965366721
-0.9282947331666946,-0.307393092662096
-1.7380475997924805,-0.24782419204711914
-0.3211855888366699,-0.1337646972388029
0.06773469969630241,0.6065249070525169
-0.5086541175842285,0.2838015928864479
0.13583900406956673,1.1363983154296875
0.7988811284303665,0.8516907691955566
-0.25420190766453743,1.3687849044799805
-0.14399290084838867,0.955808237195015
0.7434964179992676,0.6356239318847656
0.7101535797119141,0.6407856941223145
0.19568199291825294,0.09194609709084034
0.5678654089570045,0.26296380907297134
0.3564954176545143,-0.44760700315237045
-0.27650589123368263,-0.21380189806222916
-0.6705403327941895,-0.5071758851408958
-0.02179150003939867,-0.5904794111847878
0.39904121309518814,-0.989997386932373
0.44540170580148697,-1.4001131057739258
1.1482000350952148,-1.4112591743469238
1.1812806129455566,-0.8847594261169434
-0.5243659019470215,-0.6293653696775436
-0.6876348704099655,-0.6098031997680664
-0.4130125045776367,-0.4348396882414818
