Horizontal_vibration_signals,Vertical_vibration_signals
4.074954986572266,-4.901158809661865
5.3784966468811035,-5.373775959014893
4.597997665405273,-2.3837804794311523
0.34862760454416275,-3.7400245666503906
-0.8852601051330566,-0.5161404982209206
-0.8785604685544968,-3.2067179679870605
-3.822207450866699,-0.37398338317871094
-3.4589767456054688,-2.522885799407959
-1.082777976989746,0.028407599311321974
-0.8455275744199753,-1.375436782836914
-1.7415285110473633,3.0797481536865234
-0.3436565026640892,3.7034153938293457
0.9763597697019577,3.0095696449279785
0.5398393049836159,5.242335796356201
-1.305246353149414,3.8324952125549316
1.7743468284606934,2.1421074867248535
2.793407440185547,4.189777374267578
0.4686952009797096,1.7957091331481934
-1.8758773803710938,6.837499141693115
-4.725635051727295,3.051316738128662
-6.447422504425049,2.2353649139404297
-9.630227088928223,2.2922515869140625
-6.666278839111328,-0.38110021501779556
2.0192742347717285,-0.09201769717037678
-1.196742132306099,-1.0170221328735352
0.31189920380711555,-0.49365758895874023
3.0890703201293945,1.9632577896118164
-4.891908168792725,-1.5407443046569824
-9.475243091583252,-0.9153246879577637
-4.311692714691162,-0.409698486328125
-0.7547140121459961,-4.691267013549805
3.084421157836914,-0.2157331071794033
10.96799373626709,-0.46286579221487045
12.40537166595459,0.5881785973906517
6.4247727394104,-0.8175253868103027
2.9542088508605957,1.2829303741455078
1.5582799911499023,-0.8446096628904343
6.346786022186279,1.616513729095459
12.710440158843994,-0.9403824806213379
13.002455234527588,-1.7417192459106445
15.218901634216309,0.6050825119018555
8.049619197845459,1.1945723742246628
0.5906343087553978,0.9098290652036667
-3.794384002685547,-0.858461931347847
-3.3677101135253906,-0.7640243321657181
-5.247616767883301,-0.6922364234924316
-6.799888610839844,-1.7563104629516602
-5.296850204467773,-1.1939405649900436
-7.915198802947998,4.396426677703857
-10.424506664276123,-1.4689087867736816
-9.10576581954956,3.2964348793029785
-10.18524169921875,0.7251620292663574
-8.310675621032715,4.6178460121154785
-5.307936668395996,6.433582305908203
-6.00358247756958,3.169381618499756
-3.3858299255371094,5.048573017120361
-1.2946367263793945,4.815304279327393
-4.027652740478516,4.624676704406738
-3.6450982093811035,6.883454322814941
1.5472173690795898,4.071915149688721
1.5749931335449219,4.513847827911377
8.530163764953613,3.5628437995910645
9.699845314025879,3.8049697875976562
10.54680347442627,-1.4450311660766602
7.3760986328125,-1.318359375
6.722152233123779,-3.6457180976867676
5.875504016876221,-1.710951328277588
6.08445405960083,-4.068493843078613
7.93689489364624,-8.611667156219482
8.937418460845947,-8.800244331359863
7.083117961883545,-9.31556224822998
1.654362678527832,-8.117914199829102
